,Unnamed: 0,question_text,processed_question,cluster
125,125,어 기차가 운행 시 산사태로 삼십 분 동안 정차되었다고 가정을 해 봅시다 어 이때 관리 책임의 위치에 있다면 어떻게 조치를 하실 건지 말씀을 해 주시기 바랍니다,기차 운행 시 산사태 삼십 분 동안 정차 가정 해 때 관리 책임 위치 조치 말씀 해 시기,4
126,126,지원자님께서 일을 하다 보면 다른 지역에 업무를 수여하게 될 수 있습니다 지원자님이 타 지역 근무도 문제 없이 가능하시겠습니까,원자 일 다른 지역 업무 수여 수 원자 타 지역 근무 문제,4
127,127,지원자님께서는 본인 스스로 숫자와 창의 중에서 어떤 것이 더 가깝다고 생각하는지요 어 가까운 것에 대한 그 이유도 같이 말씀해 주세요,원자 본인 스스로 숫자 창의 중 것 더 생각 것 대한 그 이유 말씀,2
128,128,특별히 가고 싶은 회사가 있나요 있다면 어떤 것이 중요한지 특정 도메인이나 회사의 분위기 그런 것들 중 어떤 점을 중점적으로 보는지 궁금합니다,회사 것 특정 도메인 회사 분위기 것 중 점 중점,4
129,129,지원자께서는 우리 회사의 디자인 부문에 지원을 하셨습니다 그렇다면 본인이 하고 싶은 디자인이 있으신지 그것에 대해서 말씀해 보십시오,지원 우리 회사 디자인 부문 지원 본인 디자인 신지 그것 대해 말씀,4
130,130,지원자님께서 이전에 직면했던 어려운 문제를 해결하기 위해서 어떤 아이디어를 제안했고 또 무엇을 어떻게 했는지까지 과정을 자세하게 설명 부탁드리겠습니다,원자 이전 직면 문제 해결 위해 아이디어 제안 또 무엇 과정 설명,0
131,131,입사 후 근무를 하면서 정작 지원자님께서 지원한 분야가 지원자님과 잘 맞지 않는다는 사실을 깨닫는다면 지원자님께서는 어떻게 하실 생각이십니까,입사 후 근무 정작 원자 지원 분야 원자 사실 원자 생각 이십,4
132,132,지원자님 만약 일을 하던 중 팀원과 불화가 생긴다면 어떻게 해결하시겠습니까 지원자님에 해결법과 그 이유를 설명할 수 있습니까,원자 만약 일 중 팀 불화 해결 원자 해결 법 그 이유 설명 수,0
133,133,지원자분께서 지금까지 살아오시면서 완전히 새로운 환경에서 한번도 해보지 못했던 일을 맡아서 했던 경험이 있으시다면 그 경험에 대해서 보다 자세히 소개시켜 주세요,원자 지금 환경 한번 일 경험 그 경험 대해 소개,1
134,134,지원자께서는 주로 어디에서 영감을 받는 편입니까,지원 주로 어디 영감 편입,1
135,135,매일 공부하고 있는 분야가 따로 있나요 있다면 왜 공부하는지 이유와 함께 설명해 주세요,매일 공부 분야 왜 공부 이유 설명,3
136,136,질문 드리겠습니다 동물 실험이 인간에게 주는 이익에 대해서 말씀해 보세요 그리고 동물 실험에 대한 지원자님의 생각도 말씀해 주세요,질문 동물 실험 인간 이익 대해 말씀 동물 실험 대한 원자 생각 말씀,2
137,137,다른 지원자들에 비해 본인만이 가진 차별성과 장점을 어필해야 한다면 어떤 것을 어필하시겠습니까,다른 원자 본인 차별성 장점 어필 것 어필,4
138,138,지금까지 협업을 해 보신 일이 있을 텐데요 그중에서 가장 어려웠던 점은 어떤 것이었는지 또 그 어려움을 어떻게 해결했는지도 함께 말씀해 주시면 좋겠습니다,지금 협업 해 보신 중 가장 점 것 또 그 어려움 해결 말씀 주시,1
139,139,현재 디자인 트렌드가 무엇이라고 생각하는지 그리고 그것을 읽기 위해 평소 어떠한 노력을 기울이고 있는지 말씀해 주세요,현재 디자인 트렌드 무엇 생각 그것 위해 평소 노력 말씀,6
140,140,시험 기간 시간이 촉박할 때 어떻게 시간 관리를 하셨습니까 지원자님만의 시간 관리법을 말씀해 주세요,시험 기간 시간 때 시간 관리 원자 시간 관리 법 말씀,4
141,141,일을 하다 만약 상사에게 어려운 지시를 받게 되었습니다 이 때 어떻게 하실지 그렇게 하시는 이유도 같이 설명해 주세요,일 만약 상사 지시 이 때 이유 설명,4
142,142,지원자께서는 휴식을 취할 때 주로 어떤 일들을 하는지 궁금합니다 그리고 왜 그 일을 하는지 이유도 함께 같이 설명해 주시길 바랍니다,지원 휴식 취할 때 주로 일 왜 그 일 이유 설명,1
143,143,일을 하실 때 주로 영감은 어디에서 받는가요,일 때 주로 영감 어디,1
144,144,다른 지원자들에겐 없는 지원자님만이 가진 특별한 차별성 혹은 장점에 대해서 어필을 할 수 있다면 어떤 것을 말씀하실 건가요,다른 원자 원자 차별성 장점 대해 어필 수 것 말씀 건가,4
145,145,업무를 하다 보면 시간이 촉각 촉박한 상황이 생길 수 있는데요 그럴 때 본인은 어떻게 시간 관리를 하고 있는지 본인만의 시간 관리법이 있으시면 말씀해 주시기 바랍니다,업무 시간 촉각 상황 수 때 본인 시간 관리 본인 시간 관리 법 말씀 시기,4
146,146,최근 우버 택시와 관련된 논란이 있었던 걸 알고 계실 텐데요 지원자님이 생각하기에 이 우버 택시에 대한 찬반 양론에 대해서는 어떻게 생각하시는지 말씀 부탁드리겠습니다,최근 우버 택시 관련 논란 걸 알 원자 생각 이 우버 택시 대한 찬반 양론 대해 생각 말씀,2
147,147,사람마다 각자 좋아하는 취향이 있죠 가장 좋아하는 디자인 브랜드가 무엇이 있을까요 그리고 그 브랜드를 좋아하는 이유는 무엇일까요,사람 각자 취향 가장 디자인 브랜드 무엇 그 브랜드 이유 무엇 요,1
148,148,지원자님께서 생각하시는 글로벌 인재에게 필수인 요소는 무엇입니까 그리고 또한 지원자님께서 그것을 위해 노력했던 것은 무엇입니까 설명해 주세요,원자 생각 글로벌 인재 필수 요소 무엇 입 또한 원자 그것 위해 노력 것 무엇 입 설명,6
149,149,젊은 사람들이 아이폰을 선호하는 이유에 대해 어떻게 생각하시나요 지원자님께서 생각하시는 이유를 말씀해 주세요,사람 아이폰 선호 이유 대해 생각 원자 생각 이유 말씀,2
150,150,지원자님은 다룰 수 있는 설계 프로그램이 있으신가요 어떤 프로그램을 다룰 수 있는지 그 프로그램에 대해서도 설명해 주세요,원자 수 설계 프로그램 가요 프로그램 수 그 프로그램 대해 서도 설명,1
151,151,업무를 하고 있는데 만약 상사에게 어려운 지시를 받게 된다면 어떻게 대처를 하시겠습니까 어 그 이유와 함께 말씀을 해 주시기 바랍니다,업무 만약 상사 지시 대처 그 이유 말씀 해 시기,4
152,152,동물 실험이 인간에게 주는 이익에 대해서 말씀해 보세요 그리고 동물 실험에 대한 지원자님의 생각은 어떠신지 말씀해 보세요,동물 실험 인간 이익 대해 말씀 동물 실험 대한 원자 생각 신지 말씀,2
153,153,본인과 다른 사람이 원하는 디자인이 다를 경우에는 어떻게 대처를 하실 것입니까,본인 다른 사람 디자인 경우 대처 것입,4
154,154,어 지원자분께서 업무를 하시게 된다면 업무 중에 스케줄이 없던 일이 갑자기 생기는 일도 많습니다 이와 같이 스케줄이 갑자기 생기는 상황에 있어서 어떤 식으로 대처하게 되실지 궁금합니다,원자 업무 업무 중 스케줄 갑자기 일도 이 스케줄 갑자기 상황 식 대처,4
155,155,지원자님께서 어 지금까지 살아오면서 다양한 커뮤니케이션 경험을 해보셨을 텐데 어 그중에 가장 어려웠던 경험을 한 가지만 말씀해 주세요,원자 지금 커뮤니케이션 경험 중 가장 경험 가지 말씀,1
156,156,지원자께서 본인의 생각이 아닌 지원자의 다른 주변 사람들이 생각하는 지원자님의 단점과 장점이 무엇인지 모두 말씀해 주시길 바랍니다,지원 본인 생각 지원 자의 다른 주변 사람 생각 원자 단점 장점 무엇 모두 말씀,2
157,157,스터디를 따로 하고 있는 것이 있나요 있다면 어떤 공부를 어떤 이유에서 하고 있는지도 말씀해 주세요,스터디 것 공부 이유 말씀,3
158,158,현대 사회에 없어서는 안 될 가장 중요하다고 생각하는 직업은 어떤 것입니까 지원자님의 생각으로 한 가지만 골라서 말씀해 주세요,현대 사회 안 가장 생각 직업 것입 원자 생각 가지 골 말씀,2
159,159,이 분야를 지원하기 위해서 관련된 어떤 노력을 하셨나요 지원자님이 하셨던 노력들을 생각나는 대로 말씀해 주세요,이 분야 지원 위해 관련 노력 원자 노력 대로 말씀,6
160,160,남들과는 다른 자신만의 경쟁력을 말씀해 주세요 경쟁력을 키우기 위해 어떤 노력을 했는지도 설명해 주세요,남 다른 자신 경쟁력 말씀 경쟁력 위해 노력 설명,6
161,161,요즘 공부하는 것이 있다면 그걸 왜 공부하는지 그리고 지금까지 어떤 것을 배웠는지 말씀해 주세요,요즘 공부 것 왜 공부 지금 것 말씀,3
162,162,얼마 전 구급 대원이 주취자에게 폭행을 당해 순직 당하는 일이 있었습니다 이렇게 순직을 당하는 이러한 비극적인 사건에 대해서 지원자님께서는 어떻게 생각하시나요,얼마 전 구급 대원 취 폭행 순직 순직 비극 사건 대해 원자 생각,2
163,163,디자인 전공을 한 전문가로서 비전공자와 협업하기 위해 생각해야 할 부분에 대해서 말씀해 주세요,디자인 전공 전문가 로서 비 전공자 협업 위해 생각 부분 대해 말씀,1
164,164,만약에 지원자님께서 하고 싶은 직무 말고 다른 직무를 맡게 되신다면 어떻게 하시겠습니까 그래도 괜찮으신지 궁금합니다,만약 원자 직무 다른 직무 신지,0
165,165,지원자님이 협업을 할 때 가장 중요하게 생각하시는 것은 어떤 것일까요 왜 그걸 중요하게 생각하시는지도 한번 말씀해 주세요,원자 협업 때 가장 생각 것 것 요 왜 생각 한번 말씀,2
166,166,본인이 전공한 것 외에 좀 수준급의 실력으로 어 노력한 것이 있다면 그게 무엇인지 궁금하구요 어 그 분야가 전공과 관련해서 어떤 도움을 줬는지도 궁금합니다,본인 전공 것 외 좀 수준 실력 노력 것 그게 무엇 그 분야 전공 관련 도움,6
167,167,어 커뮤니케이션을 잘 할 수 있는 본인만의 스킬이 있으시다면 어 한 번 소개해 주시겠습니까 어 직접 한 번 보여주셔도 좋습니다,커뮤니케이션 수 본인 스킬 번 소개 직접 번,1
168,168,어 현재 읽고 계신 책이 있으신가요 어 있다면 무슨 책인지 어 궁금합니다 왜 그 책을 읽으시는지 이유도 함께 어 말씀해 주십시오,현재 책 가요 무슨 책 왜 그 책 이유 말씀 시오,1
169,169,디자이너로서 일하면서 가장 힘들었던 경험에 대해 말씀해 주시겠습니까,디자이너 로서 일 가장 경험 대해 말씀,1
170,170,지원자님께서 그동안 진행한 프로젝트들 가운데 가장 기억에 남는 프로젝트가 있다면 어떤 프로젝트고 그것이 어떤 점에서 기억에 남는지 설명 부탁드리겠습니다,원자 그동안 진행 프로젝트 가운데 가장 기억 프로젝트 프로젝트 그것 점 기억 설명,1
171,171,회사에 입사를 했는데 업무 내용이나 강도가 예상했던 것과는 전혀 다르게 느껴집니다 이때 어떻게 하실 건가요,회사 입사 업무 내용 강도 예상 것 전혀 때 건가,4
172,172,지원자는 디자인을 할 때 가장 중요하게 생각하는 게 무엇입니까 그것을 자세하게 말씀해 주세요,지원 디자인 때 가장 생각 게 무엇 입 그것 말씀,2
173,173,현대인은 평균적으로 하루 세 번의 거짓말을 하고 산다고 하죠 지원자님께서는 내가 해본 거짓말 중에서 어떤 거짓말이 가장 인상 깊게 남아 있습니까,현대인 평균 하루 세 번의 거짓말 산다 원자 내 거짓말 중 거짓말 가장 인상 남아,1
174,174,지원자님께서 이 분야에 지원하기 위해서 어떠한 노력을 해 오셨는지 생각나시는 대로 모두 말씀해 주시기 바랍니다,원자 이 분야 지원 위해 노력 해 대로 모두 말씀 시기,6
175,175,지원자님은 굉장히 똑 부러지는 스타일인 것 같은데 만약에 직무를 할 때 내가 모르는 과제가 나왔다면 이건 어떻게 해결을 하실 건가요 어떻게 해결할지 그 이유까지 한번 말씀을 부탁드릴게요,원자 똑 스타일 것 만약 직무 때 내 과제 이건 해결 건가 해결 그 이유 한번 말씀,0
176,176,지금 디자인 산업이 많이 활성화되어 있습니다 어 디자인 산업의 미래 전망에 관한 어 본인의 생각을 말씀 한번 해 보시겠습니까,지금 디자인 산업 활성화 디자인 산업 미래 전망 관 본인 생각 말씀 한번 해,1
177,177,팀으로 일을 진행하실 때도 있고 혼자 일을 진행하실 때도 있으실 텐데 그중에서 더 무엇을 선호하시는지 궁금합니다 어떤 것을 선호하시는지 그 이유도 같이 이야기해 주시면 좋을 것 같아요,팀 일 진행 때 혼자 일 진행 때 중 더 무엇 선호 것 선호 그 이유 이야기 주시 것,1
