,question_text
188,지원자님께서 지금 머릿속에 그리시기에 자신의 노년 모습이 어떤 모습이었으면 좋겠는지 얘기해 주시면 좋겠습니다 자신이 그리고 있는 이상적인 본인의 노년 모습에 대해서 얘기해 주세요
189,지원자님의 본인의 장점과 단점이 설명해 주시고 지원자님은 그것을 특화시키고 극복하기 위한 노력도 함께 설명과 말씀 이야기해 주세요
190,만약 타 부서와 갈등이 생긴다면 어떻게 해결하실 생각인가요 상황을 가정하고 말씀해 주세요
191,지원자님께서 이 직무에 지원한 이유는 무엇인지 말씀해 주시고 본인이 왜 이 직무에 적합한 인재인지도 함께 설명해 주시면 좋겠습니다
192,지원자님은 지금 읽고 있는 책이 있다면 그 책이 무엇인지 궁금합니다 그리고 왜 그 책을 읽는지도 함께 말씀해 주시겠습니까
193,지원자님이 요즘 공부하고 계시는 것이 있으실까요 있다면 왜 그걸 공부하고 계시는지 지금까지 무엇을 배웠는지도 함께 말씀해 주세요
194,디자이너로서 일하면서 가장 힘들었던 경험에 대해 말씀해 주시겠습니까 어떤 것이 있는지
195,나만의 스트레스 해소 방법이 있나요 있다면 왜 그런 방법을 스트레스로 해소하는지 말씀 부탁드립니다
196,커뮤니케이션을 잘 할 수 있는 본인만의 어 노하우가 있으신가요 있으시다면 한 번 직접 보여주거나 소개를 해 주시길 바랍니다
197,지원자님 본인의 장점과 단점을 설명해 주세요 그리고 그것을 특화시키고 극복하기 위한 노력도 함께 말씀해 주세요
198,지원자분께서 입사를 하고 난 뒤에 쉬운 일 그리고 어려운 일이 있다고 생각해 봅시다 이와 같은 일들에 대한 분배를 어떻게 하실 생각이신지 어떤 방식으로 나눠서 처리하실지 궁금합니다
199,지원자분께서는 협업을 진행하면서 가장 어려웠던 점이 있으시다고 한다면 무엇이었는지 그리고 그렇게 협업을 하며 어려운 상황에서도 그런 일들을 어떻게 극복하셨는지 이야기해 주세요
200,최근 디자인 트렌드는 무엇이라 생각하십니까
201,지원자분께서 대학에서 배우셨던 전공 과목들 중에서 가장 기억에 많이 남았던 과목에 대해서 이야기해 주시면 좋겠습니다 그중에서 한 가지만 골라서 인상 깊었던 내용을 설명해 주세요
202,회사에 들어오게 되면 기존과는 다른 업무 스타일 수도 있습니다 혹시 기존과 다른 업무 스타일에는 잘 적응하는 편이신가요
203,지원자님이 회사에 들어와서 선배를 만나게 된다면 어떤 모습에 선배를 만나고 싶으실까요 그렇게 생각하시는 이유도 함께 설명 부탁드립니다
204,시간이 촉박한 상황이 생기면 지원자님께서는 어떻게 시간 관리를 하십니까 지원자님의 시간 관리법이 궁금합니다
205,커뮤니케이션을 잘 하기 위한 여러 가지 스킬들이 있을 텐데요 본인만의 스킬이 있다면 한 번 소개해 주시겠습니까 직접 한번 보여주셔도 좋습니다
206,일을 하다 보면 업무량이 과도하게 많아질 수 있는데요 그래도 잘 버틸 자신이 있으신가요
207,지원자님께서 겪었던 경험이나 일들 중에 디자인 트렌드가 가장 인상 깊었던 것이 있다면 그것이 무엇이었는지 말씀해 주시겠습니까
208,네 지원자님만의 단점이 있다면 그 단점에 대해서 한 번 말씀을 부탁드리고요 또 이를 보완하기 위해서 지원자님께서 하신 노력이 있으시다면 그 노력도 함께 말씀을 부탁드리고 싶습니다
209,여러분 아이 패드 맥북 에어 팟 지 플립 등과 같이 시장에서 관심받는 제품들의 특징은 각각 무엇인지 알고 계십니까 알고 계시다면 설명해 주시기 바랍니다
210,지원자분께서 역사 속에서 가장 존경하는 인물에 대해서 이야기해 주셨으면 좋겠고 본인이 그 인물을 가장 존경하고 있는 이유에 대해서도 이야기 해 주신다면 좋겠습니다
211,현재부터 삼 년 뒤까지 삼 년 내에 본인의 주요 성장 계획이나 목표가 있다면 무엇인지 설명 부탁드립니다
212,디자인을 굉장히 여러 개 많은 작품을 하셨는데요 그 본인이 디자인할 때 주로 디자인 영감은 어디에서 받는지 그걸 받아서 어떻게 활용을 하는지 그것을 한번 자세하게 설명해 주시기를 바랍니다
213,지원자님 다른 사람이 생각하는 지원자님만의 장단점을 뭐라고 생각하시나요 지원자님이 이유도 함께 설명과 말씀해 주시겠습니까
214,지원자님께서 최근에 본 뉴스나 접한 뉴스들 가운데 가장 인상 깊었던 뉴스는 무엇입니까 왜 그 뉴스가 인상 깊었는지 이유도 함께 말씀해 주시기 바랍니다
215,사적인 질문이라고 생각하실 수도 있는데요 주변 친구들 중 한 명을 골라 칭찬을 해 주세요 그 칭찬이 구체적이고 자세한 칭찬일수록 좋은 답변이라고 생각할 수 있겠습니다
216,귀하는 디자인 담당자로서 유엑스 디자인이 무엇이라고 생각하는지 본인의 생각을 말씀해 주세요
217,지금까지 살아오면서 새로운 환경에서 전혀 몰랐던 일을 맡아서 해보신 경험이 혹시 있으신가요 있으시다면 그 경험에 대해서 한 번 말씀해 주시기 바랍니다
218,네 열심히는 하지만 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 있을 수 있는데요 어 그런 동료들에게 지원자님께서는 어떻게 하시겠는지요 어 본인이 생각한 말을 한 번 말씀해 보시겠습니까
219,혹시 역사 속에 가장 존경하는 인물이 있으실까요 그 인물을 가장 존경하는 이유에 대해서 말씀해 주실 수 있으실까요
220,저희 일의 특성상 야근이나 잔업 외근이 많아질 수 있는데요 그래도 괜찮으시겠나요
221,지원자님께서 본인이 현재 가지고 있는 위치보다 어려운 목표를 달성한 적이 있다면은 그 경험을 말씀해 주십시오
222,전공 외에 자신이 수준급의 실력이 될 정도로 노력한 것이 있나요 만약에 있다면 전공과 관련해서 어떤 도움을 주는지도 궁금합니다
223,직무 수행 중 난관에 봉착했다면 어떠한 방식으로 해결하겠습니까 지원자님의 해결법과 이유를 말씀해 주시기 바랍니다
224,면접자님께서 그동안 인생에서 겪었던 갈등들 중에서 가장 심각했던 갈등이 무엇일까요 그중 한 가지만 골라서 설명 부탁드립니다
225,면접자께서 따로 진행했던 프로젝트가 있으신가요 있으셨다면 어떤 것이었는지 설명 부탁드리겠습니다
226,면접자께서 읽으신 책 중에 가장 감명 깊게 읽은 책 혹은 감명 깊게 본 영화는 무엇인지 설명 부탁드리겠습니다
227,본인의 경험에 비추어 봤을 때 본인은 어떤 문제에 부딪쳤을 때 혼자서 해결하는 편이신가요 아니면 여러 사람들에게 이야기를 하는 편이신가요 어떤 방식으로 문제를 해결하는지 궁금합니다
228,남들과는 다른 자신만의 경쟁력이 있다면 말씀해 주세요 경쟁력을 키우기 위해 어떤 노력을 했나요
229,업무 중에 스케줄에 없던 일이 생길 때가 많습니다 이런 상황이 생긴다면 지원자님께선 어떻게 대처하시겠습니까
230,시험 기간 같이 시간이 촉박할 때 어떻게 시간 관리를 하셨습니까 지원자님의 시간 관리법을 소개해 주시길 바랍니다
231,만약 지원자님께서 상사가 회사의 이익에 반하는 행동을 하는 것을 직접 목격하셨다면 그때는 어떻게 대처하시겠습니까
232,열심히 하는데도 본인이 원하는 만큼 따라오지 못하는 팀 동료들이 가끔 있는데요 이럴 때 지원자님은 그 동료를 위해 어떻게 하시나요
233,일을 하게 되면 중국으로 출장 갈 일이 생길 수 있습니다 중국 출장도 괜찮으신가요
234,글로벌 인재에게 필수 요소는 무엇이라고 생각하시나요 또한 지원자님이 그 능력을 위해 노력해 오신 것은 무엇이었나요
235,지원자님께서 앞으로 일을 진행하시면서 어떤 부분이 어려울 것이라고 예측하고 있는지 나중에 그 문제를 마주하게 되면 어떻게 해결하실지 말씀해 주세요
236,지원자님께서 업무 시 분쟁이 발생할 때를 대비한 지원자님만에 대처법이 있나요 지원자님이 있다면 무엇인지 설명과 함께 이야기해 주세요
237,본인은 개인적으로 공부를 어떻게 하시는지 궁금한데요 강의 혹은 책을 활용한 공부 방법을 말씀해 주셔도 좋습니다
238,지원자님께서는 자신만의 스트레스 해소법이 있으신가요 있으시다면 왜 그러한 방법으로 스트레스를 해소를 하시는지에 대해서 설명을 부탁드립니다
239,만약에 상사가 업무와 무관한 일을 시켜도 잘 수행할 자신이 있으신가요 아니면 솔직하게 수행하지 않으실 건지 말씀해 주세요
240,인력이나 시간 등의 자원이 부족했던 상황에 업무를 끝까지 수행했던 경험이 있으시면 말씀해 주세요 최대한 구체적으로 말씀해 주시길 바랍니다
241,지원자님께서 현대 사회에서 없어서는 안 될 가장 중요하다고 생각하시는 직업은 한 가지만 골라 말씀 부탁드립니다 간단히 설명도 해 주세요
242,저희 일의 특성상 야근이나 잔업 외근이 많아질 수 있는데요 그래도 괜찮으시겠나요
243,지원자님께서 그동안 속해 있었던 조직이나 단체에서 주로 어떤 역할을 맡는 사람이었는지 궁금합니다 어 본인이 어떤 사람이었는지에 대해서 말씀해 주세요
244,면접자님은 평소에 검색을 자주 하시나요 그렇다면 어떤 검색을 주로 하시는지 왜 검색을 하시는지 궁금합니다
245,지원자님께서는 이전 직장에서 퇴사한 것을 후회하신 적은 없으신가요 만약 후회하신 적이 있으시다면 왜 후회한 적이 있으신지 그 이유와 함께 말씀해 주셔도 좋을 것 같습니다
246,지원자님이 태어나서 지금까지 한 일 가운데서 가장 후회되는 일이 어떤 일이었는지 궁금합니다 한 가지만 골라서 이야기해 주시겠습니까
247,좋아하는 디자인 브랜드와 그 이유가 무엇인지 이야기해 주세요
248,존경하는 디자이너와 제품에 대해서 설명해 보십시오 패션 브랜드 그밖에 카테고리는 상관이 없습니다
249,만약 상사가 업무와 무관한 일을 시켜도 잘 수행하실 자신이 있나요 아니면 솔직하게 수행하지 않으실 것인지 말씀해 주세요
250,평소에 검색을 자주 하시는 편인가요 어떤 검색을 주로 하시는지 왜 그것을 검색하시는지 그 이유도 함께 말씀해 주셨으면 좋겠습니다
251,지원자분이 디자이너로서 가지고 있는 앞으로의 목표가 있습니까 목표가 있다면 그것에 관해 설명 부탁드립니다
252,어 일을 하다 보면 상사와 트러블이 생길 수 있습니다 어 이러한 상황에서 어떻게 대처를 하실 겁니까 그리고 또 상사가 혼내면 어 기분이 나쁘시지는 않으실까요
253,네 현대 사회에 많은 직업들이 있는데요 어 그중에서 없어서는 안 될 가장 중요하다고 생각하시는 직업을 한 가지만 골라서 한번 말씀해 주시겠습니까
254,오늘 이 시점부터 삼 년 뒤까지 삼 년 내에 주요 성장 계획이나 목표가 혹시 있으실까요 있다면 혹시 무엇일지 저희한테 소개 한 번만 부탁드릴게요
255,어 나만의 스트레스 해소법이 있으신가요 그리고 있다면 왜 그런 방법으로 스트레스를 하게 되셨는지 그 이유를 말씀해 주실 수 있으신가요
256,좋은 디자인이란 무엇이라고 생각하시는지 설명해 주시겠습니까
